# frame number (90fps), x (pixels), y (pixels; larger value is lower in frame)
44713, 417, 409
44714, 417, 409
44715, 417, 409
44716, 417, 409
44717, 416, 409
44718, 416, 409
44721, 416, 410
44722, 416, 410
44723, 415, 410
44725, 417, 410
44726, 417, 410
44727, 417, 410
44728, 417, 410
44733, 418, 411
44734, 418, 411
44737, 419, 411
44738, 419, 411
44739, 419, 411
44741, 419, 411
44742, 419, 411
44743, 419, 411
44744, 420, 411
44745, 419, 412
44746, 419, 412
44747, 419, 412
44753, 421, 414
44754, 421, 414
44755, 420, 414
44756, 420, 414
44757, 421, 414
44758, 421, 414
44759, 421, 414
44760, 422, 414
44761, 421, 414
44762, 421, 414
44763, 421, 414
44765, 422, 415
44766, 422, 415
44767, 422, 415
44769, 422, 415
44770, 422, 415
44773, 423, 416
44774, 423, 416
44775, 423, 416
44777, 424, 416
44778, 424, 416
44779, 424, 416
44781, 425, 417
44782, 425, 417
44783, 425, 417
44784, 425, 418
44785, 426, 417
44786, 426, 417
44787, 426, 417
44788, 426, 417
44789, 426, 418
44790, 426, 418
44791, 426, 418
44792, 427, 419
44793, 428, 419
44794, 428, 419
44795, 428, 419
44796, 428, 419
44797, 427, 420
44798, 427, 420
44799, 428, 420
44801, 429, 421
44802, 429, 421
44803, 429, 421
44805, 430, 422
44806, 430, 422
44807, 430, 422
44808, 431, 422
44809, 431, 423
44810, 431, 423
44811, 431, 423
44813, 431, 424
44814, 431, 424
44815, 431, 424
44817, 433, 424
44818, 433, 424
44819, 433, 424
44820, 433, 424
44821, 433, 425
44822, 433, 425
44841, 436, 427
44842, 436, 427
44843, 436, 427
44853, 439, 429
44854, 439, 429
44855, 439, 429
44856, 439, 429
44857, 438, 429
44858, 438, 429
44859, 438, 429
44865, 439, 431
44869, 440, 431
44870, 440, 431
44873, 440, 431
44874, 440, 431
44875, 440, 431
44877, 440, 431
44878, 440, 431
44897, 443, 434
44898, 443, 434
44899, 443, 434
44900, 443, 434
44901, 443, 435
44902, 443, 435
44903, 443, 435
44904, 443, 435
44905, 443, 435
44906, 443, 435
44945, 445, 437
44946, 445, 437
44947, 445, 437
44965, 448, 440
44966, 448, 440
45029, 453, 442
45030, 453, 442
45033, 453, 443
45034, 453, 443
