# frame number (90fps), x (pixels), y (pixels; larger value is lower in frame)
5229, 389, 442
5230, 389, 442
5231, 389, 442
5232, 389, 442
5233, 400, 435
5234, 400, 435
5235, 400, 435
5236, 400, 435
5237, 405, 432
5238, 405, 432
5239, 405, 432
5240, 405, 432
5241, 409, 430
5242, 409, 430
5243, 409, 430
5244, 409, 430
5245, 411, 430
5246, 411, 430
5247, 411, 430
5248, 411, 430
5249, 412, 430
5250, 412, 430
5251, 413, 430
5252, 413, 430
5253, 413, 431
5254, 413, 431
5255, 414, 431
5257, 414, 431
5258, 414, 431
5261, 415, 432
5262, 415, 432
5265, 416, 434
5266, 416, 434
5267, 416, 434
5268, 416, 434
5269, 417, 435
5270, 417, 435
5271, 417, 435
5272, 417, 435
5273, 417, 435
5274, 417, 435
5275, 417, 435
5281, 419, 437
5282, 419, 437
5285, 420, 439
5286, 420, 439
5287, 420, 439
5288, 420, 439
5289, 420, 439
5290, 420, 439
5291, 420, 439
5301, 422, 442
5302, 422, 442
5303, 422, 442
5304, 422, 442
5305, 423, 442
5306, 423, 442
5307, 423, 442
5308, 423, 442
5309, 423, 443
5310, 423, 443
5321, 424, 445
5322, 424, 445
5323, 424, 445
5325, 424, 446
5326, 424, 446
5329, 426, 446
5330, 426, 446
5331, 426, 446
5332, 426, 446
5333, 426, 446
5334, 426, 446
5335, 426, 446
5345, 427, 449
5346, 427, 449
5347, 427, 449
5348, 427, 449
5349, 428, 449
5350, 428, 449
5351, 428, 450
5353, 428, 450
5361, 430, 451
5362, 430, 451
5363, 430, 451
5364, 430, 451
5365, 431, 451
5366, 431, 451
5367, 431, 451
5368, 431, 451
5369, 431, 452
5370, 431, 452
5378, 433, 453
5393, 435, 455
5394, 435, 455
