# frame number (90fps), x (pixels), y (pixels; larger value is lower in frame)
8214, 281, 263
8215, 281, 263
8217, 281, 262
8218, 281, 262
8219, 281, 261
8221, 282, 260
8222, 282, 260
8223, 282, 260
8224, 282, 260
8225, 282, 260
8226, 282, 260
8227, 282, 260
8229, 283, 258
8230, 283, 258
8231, 283, 258
8233, 283, 258
8234, 283, 258
8235, 283, 258
8237, 284, 256
8238, 284, 256
8239, 284, 256
8240, 284, 256
8241, 285, 255
8242, 285, 255
8243, 285, 255
8244, 285, 255
8245, 286, 254
8246, 286, 254
8247, 286, 254
8248, 286, 254
8249, 287, 252
8250, 287, 252
8251, 287, 252
8252, 288, 252
8253, 289, 250
8254, 289, 250
8255, 289, 250
8256, 289, 250
8257, 290, 248
8258, 290, 248
8259, 290, 248
8260, 290, 248
8261, 292, 246
8262, 292, 246
8275, 297, 238
8278, 302, 229
8279, 302, 229
8280, 302, 229
8281, 302, 229
8282, 302, 229
8283, 302, 228
8284, 303, 228
8285, 303, 228
8286, 303, 227
8287, 303, 227
8288, 303, 226
8289, 304, 225
8290, 304, 225
8291, 304, 225
8292, 304, 224
8293, 303, 224
8294, 305, 222
8295, 305, 222
8296, 305, 222
8297, 307, 222
8298, 307, 222
8299, 307, 221
8300, 307, 220
8301, 307, 218
8302, 307, 218
8303, 307, 219
8304, 308, 219
8305, 308, 219
8306, 309, 219
8307, 309, 218
8308, 309, 218
8309, 309, 217
8310, 309, 217
8311, 309, 217
8312, 312, 217
8313, 311, 217
8314, 311, 217
8315, 311, 217
8316, 311, 215
8317, 312, 212
8318, 312, 212
8319, 312, 212
8320, 313, 213
8321, 313, 213
8322, 313, 213
8323, 313, 213
8324, 313, 210
8325, 313, 210
8326, 313, 210
8327, 313, 210
8328, 314, 208
8329, 315, 207
8330, 315, 207
8331, 315, 207
8332, 315, 207
8333, 316, 207
8334, 316, 207
8335, 316, 207
8336, 317, 205
8337, 317, 204
8338, 317, 204
8339, 317, 204
8340, 317, 204
8341, 319, 199
8342, 319, 199
8343, 319, 199
8344, 318, 200
8345, 320, 197
8346, 320, 197
8347, 320, 197
8348, 320, 196
8349, 321, 197
8350, 322, 195
8351, 322, 195
8352, 322, 194
8353, 323, 194
8354, 323, 194
8355, 323, 194
8356, 323, 193
8357, 325, 192
8358, 325, 192
8359, 325, 192
8360, 326, 191
8361, 326, 190
8362, 326, 190
8363, 326, 190
8364, 326, 189
8365, 326, 188
8366, 326, 188
8367, 326, 188
8368, 326, 188
8369, 328, 186
8370, 328, 186
8371, 328, 186
8372, 328, 186
8373, 329, 183
8374, 329, 183
8375, 329, 183
8376, 329, 182
8377, 330, 182
8378, 330, 182
8379, 330, 184
8380, 330, 183
8381, 331, 178
8382, 331, 178
8383, 331, 178
8384, 331, 177
8385, 334, 177
8386, 334, 177
8387, 334, 177
8388, 334, 176
8389, 334, 168
8390, 335, 168
8391, 335, 168
8392, 335, 163
8393, 335, 167
8394, 335, 167
8395, 335, 167
8396, 336, 162
8397, 336, 165
8398, 336, 165
8399, 337, 161
8400, 338, 160
8401, 337, 159
8402, 337, 159
8403, 337, 165
8404, 337, 164
8405, 335, 152
8406, 335, 152
8407, 335, 151
8408, 335, 151
8409, 337, 152
8410, 337, 152
8411, 337, 152
8412, 337, 152
8413, 338, 156
8414, 338, 156
8415, 338, 156
8416, 338, 159
8417, 339, 155
8418, 339, 155
8419, 339, 150
8420, 339, 149
8421, 339, 149
8422, 339, 149
8423, 338, 148
8424, 338, 149
8425, 338, 148
8426, 338, 148
8427, 338, 147
8428, 338, 146
8429, 341, 149
8430, 341, 149
8431, 341, 149
8432, 341, 150
8433, 342, 151
8434, 342, 151
8435, 341, 147
8436, 341, 147
8437, 343, 147
8438, 343, 147
8439, 342, 149
8440, 341, 161
8441, 343, 151
8442, 343, 151
8443, 343, 150
8444, 343, 150
8445, 334, 147
8446, 334, 147
8447, 334, 147
8448, 334, 147
8449, 343, 147
8450, 343, 147
8451, 343, 147
8452, 344, 162
8453, 341, 146
8454, 341, 146
8455, 341, 146
8456, 340, 146
8457, 339, 146
8458, 339, 146
8459, 344, 159
8460, 346, 162
8461, 335, 145
8462, 335, 145
8463, 335, 145
8464, 335, 145
8465, 333, 144
8466, 333, 144
8467, 333, 144
8468, 333, 144
8469, 333, 143
8470, 333, 143
8471, 333, 143
8472, 347, 146
8473, 349, 146
8474, 348, 146
8475, 349, 146
8476, 349, 146
8477, 336, 142
8478, 336, 142
8479, 336, 142
8480, 336, 143
8481, 336, 142
8482, 336, 142
8483, 336, 142
8484, 336, 142
8485, 351, 141
8486, 351, 141
8487, 351, 141
8488, 351, 141
8489, 352, 140
8490, 352, 140
8491, 352, 140
8492, 352, 139
8493, 354, 138
8494, 354, 138
8495, 354, 138
8496, 354, 138
8497, 354, 138
8498, 354, 138
8499, 354, 137
8500, 354, 137
8501, 355, 137
8502, 355, 136
8503, 355, 136
8504, 344, 141
8505, 356, 135
8506, 356, 135
8507, 356, 135
8508, 356, 135
8509, 356, 135
8510, 356, 135
8511, 356, 135
8512, 347, 138
8513, 357, 134
8514, 357, 134
8515, 357, 134
8516, 349, 136
8517, 351, 135
8518, 351, 135
8519, 351, 135
8520, 351, 134
8521, 352, 132
8522, 352, 132
8523, 352, 132
8524, 352, 132
8525, 356, 133
8526, 356, 133
8527, 356, 133
8528, 356, 133
8529, 359, 133
8530, 359, 133
8531, 359, 133
8532, 360, 133
8533, 352, 130
8534, 352, 130
8535, 351, 130
8536, 351, 130
8537, 350, 130
8538, 350, 130
8539, 350, 130
8540, 350, 130
8541, 350, 129
8542, 350, 129
8549, 359, 134
8550, 359, 134
8551, 359, 134
8552, 359, 134
8553, 358, 134
8554, 362, 139
8555, 362, 139
8556, 372, 134
8557, 357, 131
8558, 360, 132
8559, 358, 131
8560, 358, 131
8561, 356, 129
8562, 356, 129
8563, 356, 129
8564, 356, 129
8565, 349, 126
8566, 349, 126
8567, 349, 126
8568, 349, 126
8569, 348, 125
8570, 348, 125
8571, 348, 125
8572, 348, 125
8573, 348, 123
8574, 348, 123
8575, 348, 123
8576, 348, 123
8577, 348, 122
8578, 348, 122
8579, 348, 122
8580, 348, 121
8581, 349, 122
8582, 349, 122
8583, 349, 122
8585, 351, 122
8586, 352, 122
8587, 352, 122
8588, 352, 122
8589, 353, 122
8590, 353, 122
8591, 353, 122
8592, 353, 122
8593, 353, 122
8594, 353, 122
8595, 353, 122
8597, 363, 121
8598, 363, 120
8599, 363, 120
8600, 362, 119
8601, 360, 119
8602, 360, 119
8603, 360, 119
8604, 360, 119
8605, 361, 118
8606, 361, 118
8607, 361, 118
8608, 361, 118
8609, 363, 116
8610, 363, 116
8611, 363, 116
8612, 363, 115
8613, 365, 112
8614, 365, 112
8615, 365, 112
8616, 365, 112
8617, 366, 111
8618, 366, 111
8619, 366, 111
8620, 366, 110
8621, 367, 110
8622, 367, 110
8623, 367, 110
8624, 369, 111
8625, 370, 109
8626, 370, 109
8627, 370, 110
8628, 370, 109
8629, 371, 107
8630, 371, 107
8631, 371, 107
8632, 371, 107
8633, 371, 107
8634, 371, 107
8635, 371, 107
8636, 372, 107
8637, 373, 105
8638, 373, 105
8639, 373, 105
8640, 374, 105
8641, 373, 105
8642, 373, 105
8643, 373, 105
8645, 374, 103
8646, 374, 103
8653, 374, 103
8654, 374, 103
8655, 374, 103
8661, 377, 103
8662, 377, 103
8663, 378, 103
8664, 389, 109
8665, 377, 102
8666, 377, 102
8667, 377, 102
8668, 377, 101
8669, 377, 99
8670, 377, 99
8673, 379, 99
8674, 379, 99
8675, 380, 99
8676, 380, 99
8677, 381, 98
8678, 381, 98
8679, 381, 98
8680, 382, 98
8681, 385, 97
8682, 385, 97
8683, 385, 97
8684, 385, 97
8685, 390, 92
8686, 390, 92
8687, 393, 91
8688, 389, 91
8689, 392, 90
8690, 392, 90
8691, 391, 94
8692, 391, 94
8693, 391, 91
8694, 391, 91
8695, 390, 89
8697, 387, 91
8698, 387, 92
8699, 387, 92
8700, 386, 89
8701, 387, 92
8702, 386, 92
8703, 386, 92
8705, 389, 96
8706, 389, 96
8720, 403, 94
8721, 402, 94
8722, 402, 93
8723, 402, 93
8724, 402, 93
8725, 407, 103
8726, 407, 103
8727, 407, 103
8728, 407, 103
8729, 410, 107
8730, 410, 107
8731, 410, 107
8732, 410, 107
8733, 410, 107
8734, 410, 107
8735, 410, 107
8736, 411, 109
8737, 410, 109
8738, 410, 109
8739, 410, 109
8740, 410, 111
8745, 407, 107
8746, 407, 107
8747, 407, 107
8748, 407, 107
8749, 406, 105
8750, 406, 105
8751, 406, 105
8752, 406, 105
8753, 404, 103
8754, 404, 103
8755, 404, 103
8756, 404, 103
8757, 403, 102
8758, 403, 102
8759, 403, 102
8760, 403, 102
8817, 405, 95
