# frame number (90fps), x (pixels), y (pixels; larger value is lower in frame)
10329, 90, 236
10330, 90, 236
10337, 90, 237
10338, 90, 237
10339, 90, 237
10353, 87, 236
10354, 87, 236
10355, 87, 236
10356, 87, 235
10357, 86, 235
10358, 86, 235
10359, 86, 235
10360, 86, 235
10361, 85, 235
10362, 85, 235
10363, 85, 235
10364, 85, 235
10365, 84, 234
10366, 84, 234
10367, 84, 234
10369, 83, 233
10370, 83, 233
10371, 83, 233
10372, 83, 233
10373, 82, 232
10374, 82, 232
10375, 82, 232
10376, 82, 232
10377, 81, 232
10378, 81, 232
10379, 81, 231
10380, 81, 231
10381, 80, 231
10382, 80, 231
10383, 80, 231
10385, 79, 230
10386, 79, 230
10387, 79, 230
10388, 79, 230
10389, 78, 230
10390, 78, 230
10391, 78, 230
10392, 78, 229
10393, 77, 229
10394, 77, 229
10395, 77, 229
10405, 77, 226
10406, 77, 226
10407, 76, 226
10421, 78, 224
10422, 78, 224
10423, 78, 224
10424, 78, 224
10469, 74, 219
10470, 74, 219
10473, 74, 218
10474, 74, 218
10475, 74, 218
10485, 75, 217
10486, 75, 217
10509, 73, 215
10510, 73, 215
10525, 73, 212
10526, 73, 212
10527, 72, 212
10528, 72, 212
10529, 73, 211
10530, 73, 211
10531, 73, 211
10565, 74, 206
10566, 74, 206
10581, 74, 203
10582, 74, 203
10583, 74, 203
