# frame number (90fps), x (pixels), y (pixels; larger value is lower in frame)
4213, 68, 50
4214, 66, 47
4215, 65, 47
4216, 65, 47
4217, 66, 49
4218, 66, 49
4219, 66, 49
4220, 70, 49
4221, 65, 49
4222, 65, 49
4223, 65, 49
4224, 70, 49
4225, 59, 53
4226, 59, 53
4227, 59, 53
4228, 61, 48
4229, 70, 49
4230, 70, 49
4231, 69, 49
4232, 69, 49
4233, 69, 49
4234, 58, 56
4235, 61, 55
4236, 61, 47
4237, 59, 52
4238, 59, 52
4239, 59, 52
4240, 58, 53
4241, 56, 56
4242, 56, 56
4243, 56, 56
4244, 56, 56
4285, 50, 62
4286, 52, 65
4287, 51, 63
4288, 51, 63
4289, 52, 65
4290, 51, 63
4291, 51, 63
4292, 51, 63
4293, 50, 67
4294, 50, 67
4295, 50, 67
4296, 50, 67
4297, 51, 66
4298, 51, 66
4299, 50, 66
4300, 50, 65
4301, 48, 65
4302, 48, 65
4303, 51, 67
4305, 49, 62
4306, 49, 62
4307, 47, 63
4308, 47, 63
4309, 47, 63
4310, 47, 63
4311, 46, 63
4312, 46, 63
4313, 46, 63
4314, 46, 63
4333, 52, 68
4334, 52, 68
4335, 52, 68
4336, 52, 68
4353, 50, 68
4354, 50, 68
