# frame number (90fps), x (pixels), y (pixels; larger value is lower in frame)
26589, 391, 380
26590, 391, 380
26593, 392, 380
26594, 392, 380
26595, 392, 380
26597, 392, 381
26605, 393, 383
26606, 393, 383
26613, 395, 384
26614, 395, 384
26615, 395, 384
26616, 395, 384
26617, 395, 384
26618, 395, 384
26619, 395, 384
26620, 395, 384
26621, 395, 385
26622, 396, 385
26623, 396, 385
26625, 396, 386
26626, 396, 386
26627, 396, 386
26629, 397, 386
26630, 397, 386
26631, 397, 386
26633, 397, 386
26634, 397, 386
26635, 398, 386
26645, 399, 388
26646, 399, 388
26647, 399, 388
26661, 401, 390
26662, 401, 390
26663, 401, 390
26673, 403, 391
26674, 403, 391
26675, 403, 391
26676, 403, 391
26677, 403, 392
26678, 403, 392
26679, 403, 392
26685, 404, 393
26686, 404, 393
26687, 404, 393
26688, 404, 393
26689, 405, 393
26690, 405, 393
26691, 405, 393
26692, 405, 393
26693, 406, 393
26694, 406, 393
26695, 406, 393
26697, 407, 395
26698, 407, 395
26699, 407, 395
26700, 407, 395
26701, 407, 396
26702, 407, 396
26703, 407, 396
26704, 407, 397
26705, 407, 397
26706, 407, 397
26707, 408, 397
26708, 408, 397
26709, 409, 397
26710, 409, 397
26711, 409, 397
26713, 410, 397
26714, 410, 397
26715, 410, 397
26716, 410, 398
26717, 410, 398
26718, 410, 398
26719, 410, 398
26721, 410, 400
26722, 410, 400
26723, 410, 400
26724, 410, 400
26725, 410, 400
26726, 410, 400
26727, 410, 400
26728, 411, 400
26729, 411, 401
26730, 411, 401
26733, 412, 401
26734, 412, 401
26735, 412, 401
26736, 412, 401
26741, 412, 402
26742, 412, 402
26743, 412, 402
26744, 412, 402
26745, 413, 403
26746, 413, 403
26747, 413, 403
26748, 413, 403
26749, 413, 404
26750, 413, 404
26751, 413, 404
26757, 413, 406
26758, 413, 406
26759, 413, 406
26761, 413, 405
26762, 413, 405
26763, 413, 405
26765, 412, 407
26766, 412, 407
26769, 412, 407
26770, 412, 407
26771, 412, 407
26772, 413, 407
26773, 412, 407
26774, 412, 407
26775, 412, 407
26781, 413, 410
26782, 413, 410
26789, 413, 410
26790, 413, 410
26797, 413, 412
26798, 413, 412
26799, 413, 412
26800, 413, 412
26801, 413, 413
26802, 413, 413
26803, 413, 413
26804, 413, 413
26805, 414, 413
26806, 414, 413
26809, 413, 414
26810, 413, 414
26813, 414, 414
26814, 414, 414
26815, 414, 414
26817, 414, 415
26818, 414, 415
26819, 414, 415
26820, 414, 415
26821, 415, 416
26822, 415, 416
26823, 415, 416
26825, 415, 416
26826, 415, 416
26827, 415, 416
26828, 415, 416
26829, 416, 417
26830, 416, 417
26831, 416, 417
26832, 415, 417
26833, 416, 417
26834, 417, 417
26835, 417, 417
26837, 417, 418
26838, 417, 418
26839, 417, 418
26840, 417, 419
26841, 418, 419
26842, 418, 419
26843, 418, 419
26844, 418, 419
26845, 419, 419
26846, 419, 419
26847, 419, 420
26848, 419, 420
26849, 419, 420
26850, 419, 420
26851, 419, 420
26853, 420, 422
26854, 420, 422
26855, 420, 422
26856, 420, 423
26857, 420, 423
26858, 420, 423
26859, 420, 423
26860, 420, 423
26861, 421, 424
26862, 421, 424
26863, 421, 424
26865, 422, 425
26866, 422, 425
26867, 422, 425
26868, 422, 425
26869, 424, 427
26870, 424, 427
26871, 424, 427
26872, 424, 427
26873, 424, 427
26874, 425, 427
26875, 425, 427
26876, 425, 428
26877, 425, 428
26878, 425, 428
26879, 426, 428
26881, 426, 429
26882, 426, 429
26883, 426, 430
26885, 427, 430
26886, 427, 430
26887, 427, 430
26888, 427, 430
26889, 427, 432
26890, 427, 432
26891, 427, 432
26897, 429, 433
26898, 429, 433
26899, 429, 433
26900, 429, 433
26901, 430, 433
26902, 430, 433
26903, 430, 433
26905, 431, 433
26906, 431, 433
26907, 431, 433
26908, 432, 433
26917, 434, 433
26918, 434, 433
26919, 434, 433
26920, 434, 433
26921, 434, 432
26922, 434, 432
26923, 434, 432
26925, 435, 432
26926, 435, 432
26927, 435, 432
26929, 437, 432
26930, 437, 432
26933, 437, 431
26934, 437, 431
26937, 438, 429
26938, 438, 429
26939, 438, 429
26940, 438, 429
26941, 438, 428
26942, 438, 428
26943, 438, 428
26944, 438, 428
26945, 439, 428
26946, 439, 428
26947, 439, 428
26948, 440, 428
26949, 440, 427
26950, 440, 427
26951, 440, 427
26957, 442, 427
26958, 442, 427
26959, 442, 427
26960, 442, 427
26961, 442, 426
26962, 442, 426
26963, 442, 426
