# frame number (90fps), x (pixels), y (pixels; larger value is lower in frame)
14490, 382, 146
14491, 382, 146
14493, 382, 145
14494, 382, 145
14495, 382, 144
14496, 382, 144
14497, 382, 144
14498, 382, 144
14499, 382, 144
14500, 382, 144
14501, 382, 143
14502, 382, 143
14503, 382, 143
14505, 382, 143
14506, 382, 143
14507, 382, 143
14509, 382, 140
14510, 382, 140
14511, 382, 140
14513, 382, 140
14514, 382, 140
14515, 382, 140
14516, 382, 140
14517, 382, 139
14518, 382, 139
14519, 382, 139
14521, 382, 138
14522, 382, 138
14523, 382, 138
14525, 381, 137
14526, 381, 137
14527, 381, 137
14529, 381, 135
14530, 381, 135
14531, 381, 135
14532, 381, 135
14533, 381, 135
14534, 381, 135
14535, 381, 135
14536, 381, 134
14537, 381, 134
14538, 381, 134
14539, 381, 134
14540, 381, 133
14541, 380, 132
14542, 380, 132
14543, 380, 132
14544, 380, 132
14545, 379, 131
14546, 379, 131
14547, 379, 131
14548, 379, 131
14549, 379, 130
14550, 379, 130
14551, 379, 130
14552, 379, 130
14553, 379, 129
14554, 379, 129
14555, 379, 128
14556, 379, 128
14557, 379, 128
14558, 379, 127
14559, 379, 127
14560, 379, 127
14561, 379, 126
14562, 379, 126
14563, 379, 126
14564, 379, 125
14565, 379, 124
14566, 379, 124
14567, 379, 124
14568, 379, 123
14569, 379, 122
14570, 379, 122
14571, 379, 122
14572, 379, 121
14573, 379, 120
14574, 379, 120
14575, 379, 120
14576, 379, 119
14577, 380, 118
14578, 380, 118
14579, 380, 118
14581, 380, 116
14582, 380, 116
14583, 380, 116
14584, 380, 116
14585, 380, 113
14586, 380, 113
14587, 380, 113
14588, 380, 113
14589, 380, 112
14590, 380, 112
14591, 381, 112
14593, 380, 110
14594, 380, 110
14597, 381, 110
14598, 381, 110
14599, 381, 110
14613, 381, 104
14614, 381, 104
