# frame number (90fps), x (pixels), y (pixels; larger value is lower in frame)
32033, 217, 47
32034, 217, 47
32035, 217, 47
32049, 218, 48
32050, 218, 48
32051, 218, 48
32061, 219, 47
32062, 219, 47
32063, 219, 47
32064, 219, 49
32065, 219, 49
32069, 221, 48
32070, 221, 48
32077, 219, 51
32078, 219, 51
32079, 219, 51
32080, 219, 51
32089, 222, 49
32090, 222, 49
32091, 222, 49
32092, 222, 49
32093, 222, 49
32094, 222, 49
32095, 222, 49
32097, 223, 48
32098, 223, 48
32101, 223, 48
32102, 224, 48
32109, 223, 47
32110, 224, 47
32111, 224, 46
32112, 224, 46
32113, 224, 47
32114, 224, 47
32115, 224, 48
32116, 224, 48
32125, 225, 46
32126, 225, 46
