# frame number (90fps), x (pixels), y (pixels; larger value is lower in frame)
26335, 327, 168
26336, 328, 168
26337, 328, 166
26338, 328, 166
26339, 328, 166
26340, 328, 166
26341, 329, 164
26342, 329, 164
26343, 329, 164
26344, 329, 163
26345, 328, 162
26346, 328, 162
26347, 328, 162
26348, 328, 161
26349, 330, 161
26350, 330, 161
26351, 330, 161
26352, 330, 160
26353, 330, 159
26354, 330, 159
26355, 330, 159
26356, 330, 159
26357, 330, 157
26358, 330, 157
26359, 330, 157
26360, 330, 156
26361, 331, 155
26362, 331, 155
26363, 331, 155
26364, 331, 154
26365, 332, 153
26366, 332, 153
26367, 332, 153
26368, 332, 153
26369, 333, 151
26370, 333, 151
26371, 333, 151
26372, 333, 151
26373, 334, 149
26374, 334, 149
26375, 334, 149
26376, 334, 148
26377, 335, 147
26378, 335, 147
26379, 335, 147
26380, 335, 147
26381, 336, 145
26382, 336, 145
26383, 336, 145
26384, 336, 144
26385, 337, 144
26386, 337, 143
26387, 337, 144
26388, 337, 144
26389, 336, 142
26390, 336, 142
26391, 336, 142
26393, 337, 140
26394, 337, 140
26395, 337, 140
26397, 337, 139
26398, 337, 139
26399, 337, 139
26400, 338, 139
26401, 338, 137
26402, 338, 137
26403, 338, 137
26404, 338, 137
26405, 338, 135
26406, 338, 135
26407, 338, 135
26408, 338, 135
26409, 339, 134
26410, 339, 134
26411, 339, 134
26412, 339, 134
26413, 339, 132
26414, 339, 132
26415, 339, 132
26416, 339, 131
26417, 340, 129
26418, 340, 129
26419, 340, 129
26420, 340, 129
26421, 341, 128
26422, 341, 128
26423, 341, 128
26424, 341, 128
26425, 342, 127
26426, 342, 127
26427, 342, 127
26428, 342, 126
26429, 342, 125
26430, 342, 124
26431, 342, 124
26432, 342, 124
26433, 342, 123
26434, 342, 123
26435, 342, 123
26436, 342, 123
26437, 343, 122
26438, 343, 122
26439, 343, 122
26440, 343, 122
26441, 344, 121
26442, 344, 121
26443, 344, 121
26445, 343, 120
26446, 343, 119
26447, 343, 119
26448, 343, 119
26449, 344, 118
26450, 344, 118
26451, 344, 118
26452, 344, 118
26453, 344, 118
26454, 344, 117
26455, 344, 117
26457, 344, 116
26458, 344, 116
26459, 344, 116
26460, 344, 116
26461, 344, 116
26462, 344, 116
26463, 344, 116
26464, 344, 115
26465, 344, 115
26466, 345, 115
26467, 345, 115
26469, 345, 114
26470, 345, 114
26471, 345, 114
26473, 344, 113
26474, 344, 113
26477, 345, 112
26478, 345, 112
26479, 345, 112
26480, 345, 112
26481, 345, 111
26482, 345, 111
26483, 345, 111
26485, 346, 110
26486, 346, 110
26487, 346, 110
26488, 346, 110
26489, 345, 109
26490, 345, 109
26491, 345, 109
26493, 346, 108
26494, 346, 108
26495, 346, 108
26496, 346, 107
26497, 346, 107
26498, 346, 107
26499, 346, 107
26500, 346, 107
26501, 347, 106
26502, 347, 106
26503, 347, 106
26504, 348, 106
26505, 348, 105
26506, 348, 105
26507, 348, 105
26508, 348, 105
26509, 349, 104
26510, 349, 104
26511, 349, 104
26512, 349, 103
26513, 350, 102
26514, 350, 102
26515, 350, 102
26516, 350, 102
26517, 351, 101
26518, 351, 101
26519, 351, 101
26520, 351, 100
26521, 351, 100
26522, 351, 100
26523, 351, 100
26524, 352, 99
26525, 353, 98
26526, 353, 98
26527, 353, 98
26528, 354, 97
26529, 354, 96
26530, 354, 96
26531, 354, 96
26533, 355, 94
26534, 355, 94
26561, 361, 85
26562, 361, 85
26581, 364, 82
26582, 364, 82
26583, 364, 82
26584, 364, 82
26585, 365, 80
26586, 365, 80
26587, 365, 80
26588, 365, 80
26589, 367, 78
26590, 367, 78
26591, 367, 78
26592, 367, 78
26593, 370, 76
26594, 370, 76
26595, 370, 76
26596, 370, 76
26597, 373, 72
26598, 373, 72
26599, 373, 72
26600, 373, 72
