# frame number (90fps), x (pixels), y (pixels; larger value is lower in frame)
29121, 213, 416
29122, 213, 416
29123, 213, 416
29124, 213, 417
29125, 213, 417
29126, 213, 417
29133, 214, 419
29134, 214, 419
29135, 214, 419
29136, 214, 419
29137, 213, 420
29138, 213, 420
29139, 213, 420
29141, 213, 420
29142, 213, 420
29145, 213, 421
29146, 213, 421
29147, 213, 421
29157, 214, 423
29158, 214, 423
29159, 214, 423
29160, 214, 423
29161, 213, 424
29162, 213, 424
29163, 213, 424
29164, 213, 424
29165, 213, 425
29166, 213, 425
29167, 213, 425
29169, 214, 426
29170, 214, 426
29171, 214, 426
29173, 214, 427
29174, 214, 427
29175, 214, 427
29177, 213, 427
29178, 213, 427
29179, 213, 427
29181, 213, 428
29182, 213, 428
29183, 213, 428
29185, 214, 429
29186, 214, 429
29187, 214, 429
29189, 215, 430
29190, 215, 430
29191, 215, 430
29192, 215, 430
29193, 215, 430
29194, 215, 430
29195, 215, 431
29197, 215, 432
29198, 215, 432
29205, 215, 433
29206, 215, 433
29207, 215, 433
29209, 216, 434
29210, 216, 434
29211, 216, 434
29212, 216, 434
29213, 217, 434
29214, 217, 434
29215, 217, 434
29216, 217, 434
29217, 218, 434
29218, 218, 434
29219, 219, 434
29229, 220, 436
29230, 220, 436
29231, 220, 436
29232, 221, 436
29233, 221, 436
29234, 221, 436
29235, 221, 436
29241, 220, 438
29242, 220, 438
29243, 220, 438
29244, 220, 438
29245, 221, 438
29246, 221, 438
29247, 221, 438
29249, 222, 439
29250, 222, 439
29251, 223, 439
29252, 223, 439
29253, 223, 440
29254, 223, 440
29255, 223, 440
29261, 224, 439
29262, 224, 439
29263, 225, 439
29264, 225, 439
29265, 224, 440
29266, 224, 440
29267, 224, 440
29268, 225, 440
29269, 224, 441
29270, 225, 441
29271, 225, 441
29301, 230, 442
29302, 230, 442
29303, 230, 442
29304, 230, 442
29305, 230, 442
29306, 230, 442
29307, 230, 442
29329, 231, 444
29330, 231, 444
29331, 231, 444
29332, 231, 444
29333, 232, 444
29334, 232, 444
29335, 232, 445
29341, 233, 447
29345, 234, 445
29346, 234, 445
29347, 234, 445
29348, 234, 445
29349, 234, 446
29350, 234, 446
29351, 234, 446
29357, 234, 448
29358, 235, 448
29359, 235, 448
29360, 235, 448
29361, 235, 447
29362, 235, 447
29363, 235, 447
29364, 237, 447
29365, 237, 447
29366, 237, 447
29367, 237, 447
29369, 236, 449
29370, 236, 449
29371, 236, 449
29377, 237, 450
29378, 237, 450
29379, 238, 450
29380, 238, 450
29381, 238, 449
29382, 238, 449
29383, 238, 449
29384, 239, 449
29385, 239, 450
29386, 239, 450
29389, 240, 450
29390, 240, 450
29393, 241, 451
29394, 241, 451
29395, 241, 451
29396, 241, 452
29397, 241, 452
29398, 241, 452
29399, 241, 452
29401, 241, 453
29402, 241, 453
29403, 242, 454
29405, 242, 453
29406, 242, 453
29407, 242, 453
29408, 243, 453
29409, 243, 453
29410, 243, 453
29413, 243, 455
29414, 243, 455
29421, 244, 455
29422, 244, 455
29423, 245, 455
29425, 245, 456
29426, 245, 456
29427, 245, 456
29437, 247, 457
29438, 247, 457
29439, 247, 457
29440, 247, 457
29441, 248, 457
29442, 248, 457
29443, 248, 457
29445, 248, 458
29446, 248, 458
29447, 248, 458
29449, 249, 458
29450, 249, 458
29451, 249, 458
29461, 251, 461
29462, 251, 461
29463, 251, 461
29464, 251, 461
29465, 251, 461
29466, 251, 461
29467, 251, 461
29477, 252, 463
29478, 252, 463
29479, 252, 464
29481, 252, 464
29482, 252, 464
29483, 252, 464
29485, 253, 464
29486, 253, 464
29487, 254, 464
29489, 254, 465
29490, 254, 465
29491, 254, 466
29492, 254, 466
29493, 254, 466
29494, 254, 466
29495, 254, 466
29496, 254, 466
29497, 254, 466
29498, 254, 466
29499, 255, 466
29501, 256, 467
29502, 256, 467
29503, 256, 467
29504, 256, 467
29505, 255, 468
