# frame number (90fps), x (pixels), y (pixels; larger value is lower in frame)
1642, 275, 367
1643, 275, 358
1644, 275, 367
1645, 276, 358
1646, 276, 358
1647, 276, 358
1648, 276, 358
1649, 277, 359
1650, 277, 359
1651, 277, 360
1652, 276, 369
1653, 279, 359
1654, 279, 359
1655, 279, 359
1656, 279, 358
1657, 280, 359
1658, 280, 359
1659, 280, 359
1660, 280, 359
1661, 281, 369
1662, 281, 369
1663, 281, 369
1664, 281, 369
1665, 282, 360
1666, 282, 360
1667, 282, 360
1668, 282, 360
1669, 284, 359
1670, 284, 359
1671, 284, 359
1672, 285, 359
1673, 285, 360
1674, 285, 360
1675, 285, 360
1676, 286, 360
1677, 288, 359
1678, 288, 359
1679, 288, 359
1680, 289, 359
1681, 289, 359
1682, 289, 359
1683, 289, 359
1684, 289, 358
1685, 290, 358
1686, 290, 358
1687, 291, 357
1688, 289, 369
1689, 292, 358
1690, 292, 358
1691, 292, 358
1692, 292, 358
1693, 294, 357
1694, 294, 357
1695, 294, 357
1696, 294, 356
1697, 295, 356
1698, 295, 356
1699, 295, 356
1700, 296, 356
1701, 296, 356
1702, 296, 356
1703, 296, 356
1705, 299, 356
1706, 299, 356
1707, 299, 356
1708, 299, 356
1709, 301, 355
1710, 301, 355
1711, 301, 355
1712, 301, 355
1713, 303, 356
1714, 303, 356
1715, 303, 356
1716, 303, 356
1717, 304, 355
1718, 304, 355
1719, 304, 355
1720, 305, 355
1721, 306, 355
1722, 306, 355
1723, 306, 355
1724, 306, 355
1725, 307, 356
1726, 307, 356
1727, 307, 356
1728, 308, 356
1729, 308, 356
1730, 309, 356
1731, 309, 356
1732, 309, 356
1733, 310, 356
1734, 310, 356
1735, 310, 356
1736, 310, 357
1737, 311, 357
1738, 311, 356
1739, 311, 357
1741, 311, 357
1742, 311, 357
1743, 311, 357
1745, 313, 358
1746, 313, 358
1747, 313, 358
1748, 313, 358
1749, 313, 359
1750, 313, 359
1751, 313, 359
1752, 314, 359
1753, 315, 360
1754, 315, 360
1755, 315, 360
1757, 317, 361
1758, 317, 361
1759, 317, 361
1761, 317, 362
1762, 317, 362
1763, 317, 362
1765, 318, 364
1766, 318, 364
1767, 318, 364
1768, 318, 364
1773, 321, 365
1774, 321, 365
1775, 321, 365
1776, 321, 365
1777, 321, 366
1778, 321, 366
1779, 321, 366
1780, 321, 366
1781, 323, 368
1782, 323, 368
1783, 323, 368
1784, 323, 368
1785, 323, 369
1786, 323, 369
1787, 323, 369
1788, 324, 370
1789, 325, 370
1790, 325, 370
1791, 325, 370
1792, 325, 370
1793, 325, 371
1794, 325, 371
1795, 326, 371
1797, 327, 372
1798, 327, 372
1799, 327, 372
1800, 327, 372
1801, 327, 373
1802, 327, 373
1803, 327, 373
1804, 327, 373
1805, 328, 374
1806, 328, 374
1807, 328, 374
1809, 329, 375
1810, 329, 375
1811, 329, 375
1812, 329, 375
