# frame number (90fps), x (pixels), y (pixels; larger value is lower in frame)
7197, 330, 483
7198, 330, 483
7199, 330, 483
7200, 330, 483
7201, 331, 471
7202, 331, 471
7203, 331, 471
7204, 331, 471
7205, 331, 474
7206, 331, 474
7207, 330, 472
7208, 331, 474
7209, 331, 470
7210, 331, 470
7211, 331, 471
7212, 331, 474
7213, 329, 474
7214, 329, 477
7215, 330, 480
7216, 329, 480
7221, 329, 476
7222, 330, 476
7223, 329, 476
7225, 332, 474
7226, 332, 474
7227, 331, 475
7228, 331, 475
7229, 331, 473
7230, 329, 473
7231, 330, 475
7233, 331, 474
7234, 331, 474
7235, 331, 473
7236, 331, 473
7237, 331, 475
7238, 331, 475
7239, 331, 475
7240, 331, 475
7241, 332, 477
7242, 333, 477
7243, 331, 475
7244, 331, 475
7245, 335, 479
7246, 335, 479
7247, 335, 479
7248, 336, 479
7249, 334, 479
7250, 334, 479
7251, 335, 479
7252, 332, 478
7253, 335, 480
7254, 335, 480
7255, 335, 481
7256, 332, 479
7257, 337, 481
7258, 334, 480
7259, 334, 480
7260, 334, 480
7261, 337, 480
7262, 339, 480
7263, 337, 480
7264, 337, 480
7265, 341, 481
7266, 341, 481
7267, 341, 481
7268, 335, 482
7269, 338, 480
7270, 338, 480
7271, 338, 480
7272, 340, 480
7273, 342, 481
7274, 342, 481
7275, 341, 481
7276, 343, 482
7277, 343, 481
7278, 343, 481
7279, 343, 481
7280, 343, 481
7281, 343, 481
7282, 343, 481
7283, 344, 481
7285, 345, 480
7286, 345, 480
7287, 345, 480
7293, 340, 476
7294, 340, 476
7295, 340, 476
7296, 340, 476
7297, 340, 476
7298, 340, 476
7299, 341, 476
7300, 341, 476
7305, 339, 475
7306, 339, 475
7307, 339, 475
7308, 339, 475
7309, 339, 475
7310, 339, 474
7311, 339, 474
7312, 339, 474
7313, 340, 474
7314, 340, 474
7315, 339, 474
7317, 338, 474
7318, 338, 474
7329, 340, 474
7330, 340, 473
7331, 340, 473
7332, 339, 472
7333, 339, 472
7345, 341, 473
7346, 341, 473
7347, 341, 473
7348, 341, 473
7349, 339, 471
7350, 339, 471
7351, 339, 471
7352, 339, 471
7365, 342, 471
7366, 342, 471
7367, 342, 471
7368, 342, 471
7369, 342, 471
7370, 343, 471
7405, 343, 469
7406, 344, 469
7457, 344, 468
7458, 344, 468
