# frame number (90fps), x (pixels), y (pixels; larger value is lower in frame)
5325, 136, 380
5326, 136, 380
5327, 136, 380
5329, 137, 380
5330, 137, 380
5331, 137, 380
5345, 136, 382
5346, 136, 382
5347, 136, 383
5349, 137, 383
5350, 137, 383
5351, 137, 384
5353, 137, 384
5357, 138, 385
5358, 138, 385
5359, 138, 385
5361, 138, 386
5362, 138, 386
5363, 138, 386
5365, 139, 386
5366, 139, 386
5367, 139, 386
5369, 140, 386
5370, 140, 386
5371, 140, 386
5372, 140, 385
5373, 141, 386
5374, 141, 386
5375, 141, 386
5385, 140, 388
5386, 140, 388
5387, 140, 388
5389, 140, 388
5390, 140, 389
5393, 141, 388
5394, 141, 388
5395, 141, 388
5396, 141, 388
5397, 142, 389
5398, 142, 389
5399, 142, 389
5406, 142, 390
5409, 142, 391
5410, 142, 391
5411, 142, 391
5413, 142, 392
5414, 142, 392
5415, 142, 392
5421, 142, 392
5422, 142, 392
5423, 142, 392
5424, 142, 392
5437, 144, 392
5453, 143, 394
5521, 142, 398
5522, 142, 398
5525, 142, 399
5526, 142, 399
5527, 142, 399
5533, 143, 399
5534, 143, 399
5535, 143, 398
5536, 143, 398
5557, 140, 400
5558, 140, 400
5559, 140, 400
5560, 140, 400
5569, 140, 401
5593, 140, 402
5594, 140, 402
5625, 138, 403
5626, 138, 403
5627, 138, 403
5628, 138, 403
5697, 136, 406
5698, 136, 406
5699, 136, 406
5700, 136, 406
5713, 138, 407
5714, 138, 407
5715, 138, 407
5716, 138, 407
5717, 138, 407
5718, 138, 407
5719, 138, 407
5761, 137, 410
5762, 137, 410
5763, 137, 410
5764, 137, 410
5765, 137, 410
5766, 138, 410
5768, 138, 410
5769, 137, 411
5770, 137, 411
5773, 136, 411
5774, 136, 411
5775, 136, 411
5776, 136, 411
5777, 135, 411
5778, 135, 411
5779, 135, 411
5780, 135, 411
5781, 136, 413
5782, 136, 413
5783, 136, 413
5784, 136, 414
5785, 136, 413
5786, 136, 413
5787, 136, 413
5793, 135, 413
5794, 135, 413
5795, 135, 413
5796, 134, 413
5797, 134, 414
5798, 134, 414
5799, 134, 414
5809, 134, 416
5810, 134, 416
5811, 134, 416
5812, 134, 416
5813, 133, 417
5814, 133, 417
5815, 133, 417
5816, 133, 417
5817, 133, 417
5818, 133, 417
5819, 133, 417
5825, 132, 419
5826, 132, 419
5827, 133, 419
5828, 133, 419
5837, 133, 419
5838, 133, 419
5839, 133, 419
5840, 133, 419
5937, 130, 426
5938, 130, 426
5939, 130, 426
5941, 129, 426
5942, 129, 426
5943, 129, 427
5985, 128, 431
5986, 128, 431
5989, 128, 432
5990, 128, 432
6037, 127, 434
6038, 127, 434
