# frame number (90fps), x (pixels), y (pixels; larger value is lower in frame)
1642, 323, 256
1643, 323, 256
1645, 324, 255
1646, 324, 255
1647, 325, 255
1649, 325, 255
1650, 325, 255
1651, 325, 254
1652, 325, 254
1653, 326, 254
1654, 326, 254
1655, 326, 254
1656, 326, 254
1657, 326, 254
1658, 326, 254
1659, 326, 253
1660, 327, 253
1661, 328, 252
1662, 328, 252
1663, 328, 252
1665, 328, 251
1666, 328, 251
1667, 328, 251
1668, 328, 251
1669, 329, 252
1670, 329, 252
1671, 329, 252
1672, 330, 251
1673, 330, 250
1674, 330, 250
1675, 330, 250
1676, 330, 250
1677, 331, 249
1678, 331, 249
1679, 331, 249
1680, 331, 248
1681, 331, 248
1682, 331, 248
1683, 331, 248
1684, 332, 248
1685, 332, 248
1686, 332, 248
1687, 332, 248
1688, 333, 248
1689, 333, 247
1690, 333, 247
1691, 333, 247
1692, 334, 247
1693, 334, 247
1694, 334, 247
1695, 334, 247
1697, 334, 245
1698, 334, 245
1699, 334, 245
1700, 334, 244
1701, 334, 244
1702, 334, 244
1703, 334, 244
1704, 334, 243
1705, 336, 243
1706, 336, 243
1707, 336, 243
1708, 336, 242
1709, 337, 242
1710, 337, 242
1711, 337, 242
1712, 338, 242
1713, 338, 242
1714, 338, 242
1715, 338, 242
1716, 339, 242
1717, 339, 240
1718, 339, 240
1719, 339, 240
1721, 339, 239
1722, 339, 239
1723, 339, 239
1724, 340, 239
1725, 341, 238
1726, 341, 238
1727, 341, 238
1728, 342, 238
1729, 342, 238
1730, 342, 238
1731, 342, 238
1732, 343, 238
1733, 344, 238
1734, 344, 238
1735, 344, 238
1736, 345, 237
1737, 345, 238
1738, 345, 238
1739, 345, 238
1740, 346, 238
1741, 346, 237
1742, 346, 237
1743, 346, 237
1744, 346, 237
1745, 348, 237
1746, 348, 237
1747, 348, 237
1748, 348, 237
1749, 349, 238
1750, 349, 238
1751, 349, 238
1752, 349, 238
1753, 350, 237
1754, 350, 237
1755, 350, 237
1756, 352, 236
1757, 352, 239
1758, 352, 239
1759, 352, 239
1760, 352, 239
1761, 353, 239
1762, 354, 239
1763, 354, 239
1764, 354, 239
1765, 355, 238
1766, 355, 238
1767, 355, 238
1768, 355, 239
1769, 356, 239
1770, 356, 239
1771, 356, 239
1772, 356, 240
1773, 357, 242
1774, 357, 242
1775, 357, 242
1776, 357, 242
1777, 357, 242
1778, 357, 242
1779, 357, 242
1780, 357, 242
1781, 358, 243
1782, 358, 243
1783, 359, 243
