# frame number (90fps), x (pixels), y (pixels; larger value is lower in frame)
9521, 201, 320
9522, 201, 320
9523, 201, 320
9524, 201, 320
9525, 200, 319
9526, 200, 319
9527, 201, 319
9537, 199, 320
9538, 199, 320
9539, 199, 320
9540, 199, 320
9541, 197, 319
9542, 199, 320
9543, 199, 320
9545, 197, 319
9546, 197, 319
9547, 197, 319
9548, 197, 319
9557, 198, 321
9558, 198, 321
9559, 198, 321
9560, 198, 322
9561, 196, 321
9562, 196, 321
9563, 196, 321
9565, 195, 321
9566, 195, 321
9567, 195, 321
9577, 194, 321
9578, 194, 321
9585, 195, 323
9586, 195, 323
9587, 194, 323
9589, 194, 324
9590, 194, 324
9593, 193, 324
9594, 193, 324
9605, 192, 325
9606, 192, 325
9607, 192, 325
9608, 192, 327
9609, 191, 325
9610, 191, 325
9611, 191, 325
9617, 189, 324
9618, 189, 324
9621, 190, 326
9622, 190, 326
9623, 190, 326
9624, 190, 326
9625, 189, 326
9626, 189, 326
9627, 189, 327
9629, 187, 325
9630, 187, 325
9633, 187, 325
9634, 187, 325
9635, 187, 325
9636, 187, 325
9637, 187, 325
9638, 187, 325
9641, 186, 326
9642, 186, 326
9643, 186, 326
9645, 187, 327
9646, 187, 327
9647, 187, 327
9648, 187, 327
9649, 187, 327
9650, 187, 327
9651, 187, 327
9657, 185, 326
9658, 185, 326
9659, 185, 326
9660, 185, 326
9661, 183, 326
9662, 183, 326
9665, 183, 328
9666, 183, 328
9667, 183, 328
9669, 182, 328
9670, 182, 328
9673, 182, 327
9674, 182, 327
9675, 182, 327
9677, 181, 327
9678, 181, 328
9679, 181, 328
9681, 181, 327
9682, 181, 327
9685, 180, 329
9686, 180, 329
9687, 181, 330
9689, 180, 328
9690, 180, 328
9691, 180, 328
9692, 179, 328
9693, 180, 329
9694, 178, 328
9695, 178, 328
9697, 178, 328
9698, 178, 328
9699, 178, 328
9701, 179, 328
9702, 179, 328
9703, 179, 328
9705, 177, 328
9706, 177, 328
9707, 177, 328
9709, 177, 329
9710, 177, 329
9713, 176, 329
9714, 176, 329
9715, 176, 329
9717, 174, 329
9718, 174, 329
9719, 174, 329
9720, 174, 329
9721, 175, 329
9722, 175, 329
9723, 175, 329
9724, 175, 329
9725, 173, 329
9726, 173, 329
9727, 173, 329
9729, 175, 332
9730, 174, 331
9731, 174, 331
9733, 172, 329
9734, 172, 329
9735, 172, 329
9736, 172, 329
9737, 172, 330
9738, 172, 330
9739, 172, 330
9740, 171, 330
9741, 172, 330
9742, 171, 330
9743, 171, 330
9753, 169, 332
9754, 169, 332
9755, 169, 332
9756, 171, 333
9769, 166, 331
9770, 166, 331
9781, 164, 331
9785, 165, 332
9786, 165, 332
9787, 165, 332
9805, 162, 333
9806, 162, 333
9809, 162, 334
9810, 162, 334
9811, 162, 334
9812, 161, 334
9813, 161, 334
9817, 160, 334
9818, 160, 334
9825, 157, 334
9826, 157, 334
9841, 155, 334
9842, 155, 334
9843, 155, 334
9857, 154, 337
9858, 154, 337
9859, 154, 337
9860, 153, 337
9861, 153, 336
9862, 153, 336
9863, 153, 337
9865, 152, 337
9877, 151, 338
9878, 151, 338
9879, 151, 338
9880, 151, 338
9881, 152, 338
9882, 152, 338
9883, 152, 339
9885, 151, 339
9886, 151, 339
9887, 151, 339
9889, 149, 339
9890, 149, 339
9891, 149, 339
9892, 149, 339
9893, 149, 340
9894, 149, 340
9897, 148, 339
9898, 148, 339
9899, 147, 339
9900, 147, 339
9901, 147, 340
9902, 147, 340
9903, 147, 340
9904, 146, 339
9905, 146, 340
9906, 146, 340
9907, 146, 340
9909, 145, 339
9910, 145, 339
9911, 145, 339
9912, 145, 341
9913, 145, 339
9914, 145, 339
9915, 145, 339
9917, 144, 338
9918, 144, 338
9919, 144, 338
9920, 133, 330
9921, 133, 330
9922, 133, 330
9923, 134, 330
9925, 135, 330
9926, 135, 330
9927, 135, 330
9928, 135, 329
9933, 140, 339
9934, 140, 339
9937, 141, 338
9938, 141, 338
9939, 134, 333
9941, 140, 339
9942, 140, 339
9943, 140, 338
9944, 139, 338
9945, 139, 337
9946, 139, 337
9947, 139, 337
9953, 133, 326
9954, 133, 326
9955, 133, 326
9956, 133, 326
9957, 133, 326
9961, 133, 325
9962, 133, 325
9965, 131, 325
9966, 131, 325
9967, 131, 325
9968, 131, 325
9970, 136, 338
9973, 137, 337
9974, 137, 337
9977, 136, 337
9978, 136, 337
9979, 136, 337
9981, 136, 337
9982, 136, 337
9983, 136, 337
9985, 136, 337
9986, 136, 337
9987, 136, 336
9989, 135, 336
9990, 135, 336
9991, 135, 336
9993, 135, 336
9994, 135, 336
9995, 135, 336
9997, 134, 335
9998, 134, 335
9999, 133, 335
10005, 132, 337
10006, 132, 337
10007, 132, 337
10008, 132, 337
10009, 131, 337
10010, 131, 337
10011, 131, 337
10012, 131, 336
10013, 132, 323
10014, 132, 323
10015, 132, 323
10016, 132, 323
10017, 131, 335
10018, 131, 335
10019, 131, 335
10021, 132, 323
10022, 132, 323
10023, 132, 323
10025, 131, 322
10026, 131, 322
10027, 131, 322
10029, 130, 321
10030, 130, 321
10031, 130, 321
10032, 130, 321
10033, 130, 322
10034, 130, 322
10035, 130, 322
10037, 129, 321
10038, 129, 321
10039, 129, 321
10040, 129, 321
10041, 128, 322
10042, 128, 321
10043, 128, 321
10044, 127, 332
10045, 131, 319
10046, 131, 319
10047, 132, 319
10048, 132, 319
10049, 132, 320
10050, 132, 320
10051, 132, 320
10052, 127, 333
10055, 126, 333
10057, 120, 320
10058, 120, 320
10059, 120, 320
10060, 125, 335
10061, 119, 321
10062, 119, 321
10063, 119, 321
10065, 118, 322
10066, 118, 322
10067, 118, 322
10069, 117, 323
10070, 117, 323
10071, 117, 323
10073, 123, 333
10074, 123, 333
10077, 124, 332
10078, 124, 332
10079, 125, 331
10080, 125, 331
10081, 123, 331
10089, 121, 332
10090, 121, 332
10091, 121, 332
10093, 113, 322
10094, 113, 322
10095, 113, 323
10097, 113, 323
