# frame number (90fps), x (pixels), y (pixels; larger value is lower in frame)
4401, 313, 310
4402, 313, 310
4403, 313, 310
4413, 312, 311
4414, 312, 311
4415, 312, 311
4416, 312, 311
4417, 313, 312
4429, 313, 313
4430, 313, 313
4431, 313, 313
4437, 314, 316
4438, 314, 316
4439, 314, 316
4440, 314, 316
4441, 313, 316
4442, 313, 316
4443, 314, 317
4445, 313, 317
4446, 313, 317
4447, 313, 317
4449, 314, 318
4450, 314, 318
4451, 314, 318
4452, 314, 318
4453, 313, 319
4454, 313, 319
4455, 314, 319
4457, 313, 320
4458, 313, 320
4459, 313, 320
4461, 312, 321
4462, 312, 321
4463, 312, 321
4464, 312, 322
4465, 312, 322
4466, 312, 322
4467, 312, 323
4468, 312, 323
4469, 312, 323
4470, 312, 323
4471, 312, 323
4473, 312, 325
4474, 312, 325
4475, 312, 325
4476, 312, 325
4477, 311, 326
4478, 311, 326
4479, 311, 326
4480, 311, 326
4481, 311, 327
4482, 311, 327
4483, 311, 327
4485, 311, 328
4486, 311, 328
4487, 311, 328
4489, 311, 329
4490, 311, 329
4491, 311, 329
4492, 311, 329
4493, 311, 330
4494, 311, 330
4495, 311, 330
4497, 310, 330
4501, 310, 331
4502, 310, 331
4503, 310, 331
4504, 311, 331
4505, 310, 332
4506, 310, 332
4507, 310, 332
4508, 311, 332
4513, 310, 333
4514, 310, 333
4541, 306, 334
4542, 306, 334
4543, 306, 335
4569, 311, 337
4570, 311, 337
4571, 311, 337
4572, 311, 337
4573, 311, 337
4574, 311, 337
4577, 311, 337
4578, 311, 337
4579, 311, 338
4585, 313, 339
4586, 313, 339
4587, 313, 339
4589, 314, 339
4590, 314, 339
4591, 314, 339
4593, 313, 339
4594, 313, 339
4595, 313, 339
4596, 313, 339
4597, 314, 341
4598, 314, 342
4599, 314, 342
4600, 314, 342
4601, 314, 341
4602, 314, 341
4603, 314, 341
4604, 314, 341
4605, 316, 341
4606, 316, 341
4607, 316, 341
4609, 316, 342
4610, 316, 342
4611, 316, 342
4612, 316, 343
4613, 316, 342
4614, 316, 342
4615, 316, 342
4617, 316, 344
4618, 316, 344
4619, 316, 344
4620, 316, 345
4621, 316, 345
4622, 316, 345
4623, 316, 345
4625, 318, 345
4626, 318, 345
4629, 319, 346
4630, 319, 346
