# frame number (90fps), x (pixels), y (pixels; larger value is lower in frame)
11293, 202, 404
11294, 202, 404
11295, 202, 404
11296, 202, 404
11297, 202, 404
11298, 202, 404
11299, 202, 404
11301, 202, 405
11302, 202, 405
11309, 201, 406
11310, 201, 406
11311, 201, 406
11312, 201, 406
11313, 201, 407
11314, 201, 407
11315, 201, 407
11316, 200, 407
11317, 200, 407
11318, 200, 407
11319, 200, 407
11321, 199, 408
11322, 199, 408
11325, 199, 409
11326, 199, 409
11329, 199, 410
11330, 199, 410
11331, 199, 410
11332, 198, 410
11333, 199, 410
11334, 199, 410
11335, 199, 410
11337, 198, 411
11338, 198, 411
11339, 199, 411
11341, 198, 412
11342, 198, 412
11343, 198, 412
11344, 198, 412
11345, 198, 413
11346, 198, 413
11347, 198, 414
11348, 198, 414
11349, 197, 414
11350, 197, 414
11351, 197, 414
11353, 197, 415
11354, 197, 415
11355, 197, 415
11357, 196, 416
11358, 196, 416
11359, 196, 416
11360, 196, 417
11361, 197, 417
11362, 197, 417
11363, 196, 417
11364, 195, 417
11365, 196, 418
11366, 196, 418
11367, 196, 419
11368, 196, 419
11369, 197, 419
11370, 197, 419
11371, 197, 419
11377, 196, 420
11378, 196, 420
11379, 196, 420
11380, 196, 420
11381, 196, 421
11382, 196, 421
11383, 196, 421
11384, 197, 421
11385, 197, 421
11386, 197, 421
11387, 197, 421
11389, 196, 422
11390, 196, 423
11391, 196, 423
11397, 196, 424
11398, 196, 424
11401, 197, 425
11402, 197, 425
11403, 197, 425
11404, 197, 425
11405, 196, 426
11406, 196, 426
11407, 196, 426
11408, 196, 426
11409, 196, 426
11410, 196, 426
11411, 195, 426
11413, 195, 427
11414, 195, 427
11417, 195, 428
11418, 195, 428
11419, 195, 428
11420, 195, 428
11421, 195, 428
11422, 195, 428
11425, 195, 430
11426, 195, 430
11427, 194, 430
11428, 194, 430
11429, 193, 432
11430, 193, 432
11431, 193, 432
11432, 192, 432
11433, 192, 432
11434, 192, 432
11435, 192, 432
11437, 192, 433
11438, 192, 433
11439, 192, 434
11441, 192, 435
11442, 192, 435
11443, 192, 435
11444, 192, 435
11445, 192, 435
11446, 192, 435
11447, 191, 435
11449, 190, 436
11450, 190, 436
11451, 190, 436
11452, 190, 436
11453, 191, 437
11454, 191, 437
11455, 190, 437
11457, 190, 438
11458, 190, 438
11459, 190, 439
11460, 190, 439
11461, 191, 439
11462, 191, 439
11463, 191, 439
11465, 187, 439
11466, 187, 439
11469, 188, 441
11470, 188, 441
11471, 188, 441
11472, 188, 441
11473, 188, 442
11474, 188, 442
11475, 188, 442
11476, 188, 442
11477, 188, 443
11478, 188, 443
11479, 187, 443
11480, 187, 444
11481, 187, 444
11482, 187, 444
11483, 187, 444
11484, 187, 445
11485, 186, 446
11486, 186, 446
11487, 186, 446
11488, 186, 447
11489, 186, 447
11490, 186, 446
11491, 186, 447
11493, 185, 447
11494, 185, 447
11495, 185, 447
11496, 184, 448
11497, 184, 449
11498, 184, 449
11499, 184, 450
11500, 183, 450
11501, 183, 451
11502, 183, 451
11503, 183, 451
11504, 182, 452
11505, 182, 453
11506, 182, 453
11507, 182, 453
11508, 182, 453
11509, 181, 454
11510, 181, 454
11511, 181, 454
11512, 181, 455
11513, 180, 456
11514, 180, 456
11515, 180, 456
11516, 180, 456
11517, 179, 457
11518, 179, 457
11519, 179, 457
11520, 179, 459
11521, 178, 458
11522, 178, 458
11523, 178, 458
11525, 177, 459
11526, 177, 459
11527, 177, 459
11528, 177, 459
11529, 176, 460
11530, 176, 460
11531, 176, 460
11533, 175, 460
11534, 175, 460
11535, 175, 461
11537, 174, 462
11538, 174, 462
11539, 174, 462
11541, 174, 463
11542, 174, 463
11543, 174, 463
11545, 173, 464
11546, 173, 464
11547, 172, 464
11548, 172, 465
11549, 172, 464
11550, 172, 464
11551, 172, 464
11552, 172, 464
11553, 170, 465
11554, 170, 465
11555, 170, 465
11556, 170, 464
11561, 168, 466
11562, 168, 466
11563, 168, 466
11565, 168, 467
11566, 168, 467
11567, 168, 467
11568, 168, 467
11569, 168, 468
11570, 168, 468
11571, 168, 468
11572, 168, 469
11573, 168, 469
11574, 168, 469
11575, 168, 469
11576, 167, 469
11577, 167, 469
11578, 167, 469
11579, 167, 469
11581, 166, 470
11582, 166, 470
11585, 166, 471
11586, 166, 471
11587, 166, 471
11589, 166, 472
11590, 166, 472
11591, 166, 472
11593, 165, 473
11594, 165, 473
11595, 165, 473
11597, 165, 473
11598, 165, 473
11599, 165, 473
11601, 164, 474
11602, 164, 474
11603, 164, 474
11604, 164, 474
11605, 164, 475
11606, 164, 475
11607, 164, 475
11621, 163, 479
11622, 163, 479
11623, 163, 479
11624, 163, 479
11629, 163, 479
11630, 163, 479
11631, 162, 479
11632, 162, 480
11633, 162, 482
11634, 162, 482
11635, 162, 482
11636, 162, 482
11637, 162, 482
11638, 162, 482
11639, 162, 482
11640, 162, 483
11641, 162, 484
11642, 162, 484
11643, 162, 484
11644, 162, 484
11645, 162, 485
11646, 162, 485
11647, 162, 485
11649, 162, 486
11650, 162, 486
11651, 162, 486
11652, 162, 486
11653, 161, 487
11654, 161, 487
11655, 161, 487
11656, 161, 488
